Time,WaterQ,WaterTemp,pH,DO,C,Turb,AmmoniaN,TP,TN,COD,InstanF,CumF,IntervalF,NitrateN,Rainfall
2024-03-22T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,354068.88,22,NA,NA
2024-03-14T12:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,352270.91,125.22,NA,NA
2024-03-14T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,352145.69,48,NA,NA
2024-03-14T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,351795,105.16,NA,NA
2024-03-13T16:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,351449.25,70,NA,NA
2024-03-13T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,351278.56,1.59,NA,NA
2024-03-12T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,350943.78,199.22,NA,NA
2024-03-07T16:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,349063.81,16.4,NA,NA
2024-03-03T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,348264.84,10.93,NA,NA
2024-03-03T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,348174.66,4.32,NA,NA
2024-03-02T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,348037.94,53.6,NA,NA
2024-03-02T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,347711.06,195.18,NA,NA
2024-03-02T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,347039.12,83.59,NA,NA
2024-03-01T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,346764.66,88.25,NA,NA
2024-02-29T20:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,346486,0.34,NA,NA
2024-02-29T17:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,346452.91,28.38,NA,NA
2024-02-26T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,345698.31,50.5,NA,NA
2024-02-26T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.497,345647.81,48.78,NA,NA
2023-11-16T04:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.011,324285.53,170.41,NA,NA
